"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Aerobic Endurance Ride","Bike","Ride mainly in Z2 today.","2.5","","2022-03-19","","44840.62109375","162","343","1463.771","","2.50361108779907","4.97499990463257","","81","","146","160","","","0.738828458711415","136.61","0","126","24","0","0","","","","","","94","53","2","0","0","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2.","1.5","","2022-03-20","","35329.23046875","167","346","905.472","","1.50388884544373","6.52500009536743","","83","","149","159","","","0.76436859760415","87.31","0","56","34","0","0","","","","","","44","39","6","0","0","","","","","","",""
"Easy Run Off The Bike","Run","Easy/steady run in Z2.","0.666666666666667","","2022-03-20","","6670.66015625","0","0","","","0.668611109256744","2.77099990844727","","0","","139","148","","","0.756683117622628","42.16","40","0","0","0","0","","","","","","","","","","","","","","","","",""
"Base Phase 2 Week 3","Other","","","","2022-03-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Speed Workout Run","Run","Warm Up: 15 mins in Z2. Main Set: 6 x (2 mins in upper Z4 + 2 min recoveries in Z2). Warm Down: 5 mins in Z1-2.","0.733333333333333","","2022-03-21","","8015.97021484375","0","0","","","0.735000014305115","3.02900004386902","","0","","145","169","","","0.826787144776559","55.49","28","3","7","6","0","","","","","","","","","","","","","","","","","5"
"Pool Swim: Speed Endurance","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Kick in Z2 + 5 secs rest), 1 x (100 Drill in Z2 + 100 Pull in Z2 + 5 secs rest). Main Set: 3 x (100 Pull in Z2 + 100 FS in Z3 + 5 sec rests), 3 x (100 Pull in Z2 + 100 FS in Z4 + 10 sec rests), 3 x (100 Pull in Z2 + 100 FS in Z5 + 15 sec rests). Warm Down: 2 x (50 FS in Z2 + 50 Choice in Z2).","0.964444444444444","2400","2022-03-21","","2400","","","","","0.894738613764445","0.743034055727554","","23","","","","","","0.990978429930707","87.07","","","","","","","","","","","","","","","","","","","","","",""
"Speed Workout Bike","Bike","Warm Up: 10 mins easy Z2, 5 x (5 secs in Z5 + 55 secs in Z2). Main Set: 20 x (40 secs in Z2 + 20 secs in Z5), 2 mins recovery in low Z2, 15 x (40 secs in Z2 + 20 secs in Z5). Warm Down: 5 mins in Z2.","0.95","","2022-03-22","","28244.240234375","161","333","557.438","","0.955833315849304","8.20800018310547","","83","","144","156","","","0.765365546133608","55.51","0","52","5","0","0","","","","","","43","2","1","2","9","","","","","","",""
"Base Phase 2: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 16 (Exercise 1) 2. Bulgarian Squat: 3 x 10 (Exercise 4) 3. Calf Raise: 3 x 12 (Exercise 8) 4. Bench Press: 3 x 10 (Exercise 14) 5. Tricep Dip: 3 x 10 (Exercise 17) 6. Bent Over Row: 3 x 10 (Exercise 12) 7. Spider Climber: 3 x 8 (Exercise 25) 8. Bicycle Crunch: 3 x 10 (Exercise 26) 9. Plank: 3 reps (Exercise 21) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-03-22","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","0","","","","","0.494176119565964","0","","","","104","144","","","0.591105330852196","18.79","7","0","0","0","0","","","","","","","","","","","","","","","","",""
"Pool Swim: Endurance/Technique","Swim","Warm Up: 1 x (100 Pull in Z2 + 100 Drill in Z2 + 5 secs rest), 1 x (100 Drill in Z2 + 100 Pull in Z2 + 5 secs rest). Main Set: 2 x (100 Pull in Z2 + 100 Drill in Z2 + 5 sec rests), 1 x (50 Kick in Z2 + 50 Kick in Z4 + 10 secs rest), 2 x (200 Drill in Z2 + 100 Pull in Z2 + 5 sec rests), 1 x (50 Kick in Z2 + 50 Kick in Z4 + 10 secs rest). Warm Down: 1 x (50 Breast in Z2 + 50 FS in Z2), 1 x (50 Back in Z2 + 50 FS in Z2).","0.74","1800","2022-03-23","","1800","","","","","0.660744724273682","0.754084625052367","","24","","","","","","1.00644012062449","67.36","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","","","","2022-03-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Run","Run","A nice steady run, mainly in Z1-Z2. Preferably off road.","1.16666666666667","","2022-03-24","","12005.2900390625","0","0","","","1.18583333492279","2.81200003623962","","0","","143","154","","","0.76296494974558","77.59","53","18","0","0","0","","","","","","","","","","","","","","","","",""
"Pool Swim: Aerobic Endurance","Swim","Warm Up: 2 x (100 FS Breathe every 3 in Z2 + 5 sec rests), 1 x (100 Pull in Z2 + 100 Drill in Z2 + 5 secs rest), 2 x (100 FS Breathe every 5 in Z2 + 5 sec rests). Main Set: 2 x (400 FS in Z2 + 50 FS in Z4 + 5 sec rests), 2 x (200 Pull in Z2 + 100 FS in Z3 + 5 sec rests), 2 x (50 FS in Z2 + 50 FS in Z4 + 5 sec rests), 1 x (100 Pull in Z2 + 50 FS in Z4 + 5 secs rest). Warm Down: 1 x (150 Choice in Z2).","1.06277777777778","2600","2022-03-25","","2625","","","","","0.970367503166199","0.749785775492716","","24","","","","","","0.999406578953177","96.86","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2.","2.5","","2022-03-26","","44658.05859375","161","317","1458.552","","2.50213432312012","4.95699977874756","","81","","146","160","","","0.736865274380222","135.44","0","129","21","0","0","","","","","","101","46","3","0","0","","","","","","",""
"Base Phase 2: Strength and Conditioning #2","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 16 (Exercise 1) 2. Squat Jump: 3 x 8 (Exercise 2) 3. Step Up: 3 x 9 (Exercise 7) 4. Push Up: 3 x 12 (Exercise 13) 5. Lat & Front Raise Combo: 3 x 7 (Exercise 11) 6. Dumbbell Pullover: 3 x 10 (Exercise 15) 7. Glute Bridge: 3 x 14 (Exercise 18) 8. Lying Hip Abduction: 3 x 12 (Exercise 20) 9. Reverse Crunch: 3 x 14 (Exercise 28) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-03-26","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2.","1.75","","2022-03-27","","23759.26953125","162","351","1097.506","","1.87742471694946","3.51500010490417","","78","","144","162","","","0.762936821891218","101.7","4","91","18","0","0","","","","","","62","41","8","1","0","","","","","","",""
"Easy Run Off The Bike","Run","Easy/steady run in Z2.","0.666666666666667","","2022-03-27","","6688.4501953125","0","0","","","0.695674419403076","2.67000007629395","","0","","142","153","","","0.71533840371584","41.54","29","13","0","0","0","","","","","","","","","","","","","","","","",""
"Base Phase 2 Week 4. Active Recovery","Other","It's vital to make the most of these recovery weeks, as this training plan will get tougher and tougher as it goes on. You need to fully recover and start each new training phase feeling fresh and eager to train hard. There is enough training during the recovery weeks so that you won't lose fitness.","","","2022-03-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pool Swim: Recovery","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Drill in Z2 + 5 secs rest), 2 x (50 Breast in Z2 + 50 Back in Z2 + 5 sec rests). Main Set: 1 x (100 FS in Z2 + 100 Pull in Z2 + 15 secs rest), 1 x (200 FS in Z2 + 300 Pull in Z2 + 15 secs rest), 1 x (300 FS in Z2 + 200 Pull in Z2 + 15 secs rest), 1 x (100 FS in Z2 + 100 Pull in Z2 + 15 secs rest). Warm Down: 1 x (200 Choice in Z2).","0.831944444444444","2000","2022-03-28","","2000","","","","","0.732880002127753","0.755001887504719","","24","","","","","","1.00819900494445","75.11","","","","","","","","","","","","","","","","","","","","","",""
"Speed Workout Run","Run","Warm Up 15 mins easy jog in Z2. Main Set: 4 mins in upper Z4 + 90 sec recoveries in Z1-2, 3 mins in upper Z4 + 90 sec recoveries in Z1-2, 2 mins in upper Z4 + 90 sec recoveries in Z1-2, 1 mins in upper Z4 + 90 sec recoveries in Z1-2. Warm Down 5 mins easy jog in low Z2.","0.6","","2022-03-29","","10312.099609375","0","0","","","0.879647195339203","3.25600004196167","","0","","153","195","","","0.867280044192013","75.17","19","7","6","10","10","","","","","","","","","","","","","","","","",""
"Base Phase 2: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 16 (Exercise 1) 2. Bulgarian Squat: 3 x 10 (Exercise 4) 3. Calf Raise: 3 x 12 (Exercise 8) 4. Bench Press: 3 x 10 (Exercise 14) 5. Tricep Dip: 3 x 10 (Exercise 17) 6. Bent Over Row: 3 x 10 (Exercise 12) 7. Spider Climber: 3 x 8 (Exercise 25) 8. Bicycle Crunch: 3 x 10 (Exercise 26) 9. Plank: 3 reps (Exercise 21) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-03-29","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","","","","2022-03-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Threshold Bike Efforts","Bike","Warm Up: 5 mins in Z2, 5 x (15 secs in Z3 + 45 secs in Z2). Main Set: 5 x (3 mins in upper Z3 + 60 sec recoveries in Z2). Warm Down: 5 mins in Z2.","0.583333333333333","","2022-03-31","These tough sessions will gradually improve your thresholds on the bike. The effort-level is not super-high, but the repetitions are relatively long when compared to the recoveries.","18098.44921875","144","431","350.604","","0.675904989242554","7.43699979782104","","72","","137","180","","","0.857676592649126","44.95","4","26","9","1","0","","","","","","27","3","4","4","2","","","","","","",""
"Base Phase 2: Strength and Conditioning #2","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 16 (Exercise 1) 2. Squat Jump: 3 x 8 (Exercise 2) 3. Step Up: 3 x 9 (Exercise 7) 4. Push Up: 3 x 12 (Exercise 13) 5. Lat & Front Raise Combo: 3 x 7 (Exercise 11) 6. Dumbbell Pullover: 3 x 10 (Exercise 15) 7. Glute Bridge: 3 x 14 (Exercise 18) 8. Lying Hip Abduction: 3 x 12 (Exercise 20) 9. Reverse Crunch: 3 x 14 (Exercise 28) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-03-31","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pool Swim: Endurance/Technique","Swim","Warm Up: 1 x (200 FS in Z2 Breathe every 3 + 5 secs rest), 1 x (200 Pull in Z2 Breathe every 5 + 5 secs rest), 1 x (200 FS in Z2 Breathe every 3 + 5 secs rest). Main Set: 4 x (100 Drill in Z2 + 100 FS in Z3 + 10 sec rests). Warm Down: 2 x (50 Back in Z2 + 50 Breast in Z2 + 5 sec rests), 2 x (50 Pull in Z2 + 50 Drill in Z2 + 5 sec rests), 1 x (200 FS in Z2).","0.824166666666667","2000","2022-04-01","","1300","","","","","0.477680555979411","0.752750434279097","","23","","","","","","1.00543715201688","48.55","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Run","Run","A nice steady run, mainly in Z1-Z2.","1","","2022-04-02","","10148.9697265625","0","0",""," *04/06/2022 Pawel Migdal: Resting: 2.3 20mins @ 6min/km: 3.3 20mins (40 total) @ 6min/km: 0.7 20mins (60total) @ 5:40min/km: 1.4*","1.10883283615112","2.54200005531311","","0","","140","158","","","0.756370104656209","71.83","40","17","7","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2 today. Don't extend this ride, save yourself for next week instead.","2","","2022-04-03","","25433.439453125","149","236","1161.965","","2.15804362297058","3.27300000190735","","81","","141","159","","","0.694905332926526","101.06","3","123","3","0","0","","","","","","122","6","1","0","0","","","","","","",""
"Base Phase 3 Week 1","Other","","","","2022-04-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Speed Workout Run","Run","Warm Up: 10 mins steady run in Z2, 5 x (5 secs in Z4 + 55 secs in Z2). Main Set: 10 x (30 secs in low Z5 + 20 secs in Z1), 4 min recovery in Z2, 10 x (30 secs in low Z5 + 20 secs in Z1). Warm Down: 10 mins easy jog in Z2.","0.761111111111111","","2022-04-04","","8380.75","","","","","0.761614978313446","3.05699992179871","","90","","159","184","","","0.810746681113941","55.06","10","9","10","11","6","","","","","","","","","","","","","","","","",""
"Pool Swim: Speed Endurance","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Drill in Z2 + 5 secs rest), 2 x (50 Pull in Z2 + 50 Pull in Z4 + 10 sec rests). Main Set: 3 x (200 FS in Z3 + 10 sec rests), 5 x (100 FS in Z4 + 10 sec rests), 6 x (50 FS in Z5 + 15 sec rests). Warm Down: 1 x (50 FS in Z2 + 50 Back in Z2 + 5 secs rest), 1 x (100 Choice in Z2).","0.8125","2000","2022-04-04","","2000","","","","","0.729614725112915","0.759013282732448","","23","","","","","","1.01271104249512","75.78","","","","","","","","","","","","","","","","","","","","","",""
"Threshold Efforts Bike","Bike","Warm Up: 7 mins in Z2, 5 x (15 secs in upper Z3 + 45 secs in Z2). Main Set: 6 mins in upper Z3 + 30 secs in Z1, 8 mins in low Z4 + 30 secs in Z1, 10 mins in upper Z3 + 2 mins in Z2, 8 mins in low Z4 + 30 secs in Z1, 6 mins in upper Z3 + 30 secs in Z1. Warm Down: 5 mins in Z2.","0.983333333333333","","2022-04-05","","31198.220703125","183","355","682.068"," *04/06/2022 Pawel Migdal: Rest: 3.3 After 10 min interval: 3.9 after final interval: 3.9*","1.02977693080902","8.41499996185303","","82","","154","169","","","0.897765485995049","79.23","1","20","40","0","0","","","","","","16","6","9","19","0","","","","","","",""
"Base Phase 3: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 16 (Exercise 1) 2. Alternate Lunge: 3 x 10 (Exercise 5) 3. Squat Jump: 3 x 10 (Exercise 2) 4. Bench Press: 3 x 10 (Exercise 14) 5. Tricep Kickback: 3 x 10 (Exercise 16) 6. Bent Over Row: 3 x 10 (Exercise 12) 7. Spider Climber: 3 x 8 (Exercise 25) 8. Bicycle Crunch: 3 x 10 (Exercise 26) 9. Plank: 3 reps (Exercise 21) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-04-05","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","0","","","","","0.764055609703064","0","","","","98","140","","","0.572645700109646","27.56","4","0","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Run","Run","A nice steady run, mainly in Z1-Z2.","1.33333333333333","","2022-04-06","","13267.7099609375","","","","","1.32712912559509","2.77699995040894","","88","","149","158","","","0.736894368740184","80.4","15","61","4","0","0","","","","","","","","","","","","","","","","",""
"Pool Swim: Recovery","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Drill in Z2 + 5 secs rest), 2 x (50 Breast in Z2 + 50 Back in Z2 + 5 sec rests). Main Set: 1 x (100 FS in Z2 + 100 Pull in Z2 + 15 secs rest), 1 x (200 FS in Z2 + 200 Pull in Z2 + 15 secs rest), 1 x (200 FS in Z2 + 200 Pull in Z2 + 15 secs rest), 1 x (100 FS in Z2 + 100 Pull in Z2 + 15 secs rest). Warm Down: 1 x (200 Choice in Z2).","0.750833333333333","1800","2022-04-06","","1800","","","","","0.648653891881307","0.767590618336887","","24","","","","","","1.02520004631636","69.89","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","","","","2022-04-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Road Cycling","Bike","","","","2022-04-07","","26818.6796875","130","579","530.088","","1.14670252799988","6.49700021743774","","87","","141","158","","","0.701204102160074","55.89","8","48","12","0","0","","","","","","40","15","6","3","4","","","","","","",""
"Pool Swim: Aerobic Endurance","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Pull in Z2 + 5 secs rest), 2 x (100 FS in Z2 + 100 Drill in Z2 + 5 sec rests). Main Set: 1 x (400 Pull in Z2 + 10 secs rest), 4 x (100 FS in Z3 + 5 sec rests), 2 x (200 Pull in Z2 + 5 sec rests), 2 x (200 FS in Z3 + 5 sec rests). Warm Down: 2 x (50 Back in Z2 + 50 Breast in Z2) + 5 secs rest, 1 x (100 Pull in Z2 + 100 Choice in Z2).","1.05805555555556","2600","2022-04-08","","2600","","","","","0.934020837148031","0.771055753262159","","24","","","","","","1.02840912895321","101.59","","","","","","","","","","","","","","","","","","","","","",""
"Base Phase 3: Strength and Conditioning #2","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 16 (Exercise 1) 2. Squat Jump: 3 x 10 (Exercise 2) 3. Step Up: 3 x 10 (Exercise 7) 4. Push Up: 3 x 12 (Exercise 13) 5. Lat & Front Raise Combo: 3 x 7 (Exercise 11) 6. Dumbbell Pullover: 3 x 10 (Exercise 15) 7. Glute Bridge: 3 x 14 (Exercise 18) 8. Lying Hip Abduction: 3 x 12 (Exercise 20) 9. Side Plank: 3 reps (Exercise 23) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-04-08","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2.","2.75","","2022-04-09","","88038.90625","152","373","1559.013","","2.84164047241211","8.60599994659424","","82","","143","157","","","0.711145596376673","138.59","4","158","8","0","0","","","","","","152","16","2","0","0","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2.","1.75","","2022-04-10","","55275.6015625","158","269","1028.512","","1.80101668834686","8.52499961853027","","79","","140","153","","","0.739173073589328","95.58","4","104","0","0","0","","","","","","80","25","3","0","0","","","","","","",""
"Easy Run Off The Bike","Run","Easy/steady run in Z2.","0.666666666666667","","2022-04-10","","10015.9697265625","","","","","0.983360886573792","2.8289999961853","","89","","150","163","","","0.75631721448438","62.28","13","37","8","0","0","","","","","","","","","","","","","","","","",""
"Base Phase 3 Week 2","Other","","","","2022-04-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Speed Workout Run","Run","Warm Up: 12 mins steady run in Z2, 3 x (10 secs in Z4 + 50 secs in Z2). Main Set: 9 x (40 secs in low Z5 + 20 sec recoveries in Z1), 4 min recovery in Z2, 9 x (40 secs in low Z5 + 20 sec recoveries in Z1). Warm Down: 10 mins jog in Z2.","0.783333333333333","","2022-04-11","","8673.2802734375","","","","","0.784182488918304","3.07200002670288","","90","","158","181","","","0.816365157167506","57.54","8","18","4","14","4","","","","","","","","","","","","","","","","",""
"Pool Swim: Speed Endurance","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Kick in Z2 + 5 secs rest), 1 x (100 Drill in Z2 + 100 Pull in Z2 + 5 secs rest). Main Set: 3 x (100 Pull in Z2 + 100 FS in Z3 + 5 sec rests), 3 x (100 Pull in Z2 + 100 FS in Z4 + 10 sec rests), 2 x (100 Pull in Z2 + 100 FS in Z5 + 15 sec rests). Warm Down: 2 x (50 FS in Z2 + 50 Choice in Z2).","0.885555555555556","2200","2022-04-11","","2200","","","","","0.80091305785709","0.761509172724126","","24","","","","","","1.01481399236071","83.7","","","","","","","","","","","","","","","","","","","","","",""
"Threshold Bike Efforts","Bike","Warm Up: 5 mins in Z2, 5 x (15 secs in upper Z3 + 45 secs in Z2). Main Set: 12 mins in Z4 + 60 secs recovery in Z1, 11 mins in Z4 + 60 secs recovery in Z1, 10 mins in Z4. Warm Down: 10 mins in Z2.","0.916666666666667","","2022-04-12","","31505.640625","181","300","617.504","","0.947770833969116","9.23299980163574","","83","","154","170","","","0.878608475807869","70.27","1","22","34","0","0","","","","","","21","2","8","16","1","","","","","","",""
"Base Phase 3: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 16 (Exercise 1) 2. Alternate Lunge: 3 x 10 (Exercise 5) 3. Squat Jump: 3 x 10 (Exercise 2) 4. Bench Press: 3 x 10 (Exercise 14) 5. Tricep Kickback: 3 x 10 (Exercise 16) 6. Bent Over Row: 3 x 10 (Exercise 12) 7. Spider Climber: 3 x 8 (Exercise 25) 8. Bicycle Crunch: 3 x 10 (Exercise 26) 9. Plank: 3 reps (Exercise 21) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-04-12","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","0","","","","","0.658500850200653","0","","","","89","134","","","0.54806033712834","21.7","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Run","Run","A nice steady run, mainly in Z1-Z2. Preferably off road.","1.33333333333333","","2022-04-13","","13393.080078125","","","","","1.33427166938782","2.78800010681152","","88","","148","158","","","0.737029522372761","80.87","27","52","1","0","0","","","","","","","","","","","","","","","","",""
"Pool Swim: Endurance/Technique","Swim","Warm Up: 1 x (100 Pull in Z2 + 100 Drill in Z2 + 5 secs rest), 1 x (100 Drill in Z2 + 100 Pull in Z2 + 5 secs rest). Main Set: 2 x (200 Pull in Z2 + 100 Drill in Z2 + 5 sec rests), 1 x (50 Kick in Z2 + 50 Kick in Z4 + 10 secs rest), 2 x (200 Drill in Z2 + 100 Pull in Z2 + 5 sec rests), 1 x (50 Kick in Z2 + 50 Kick in Z4 + 10 secs rest). Warm Down: 1 x (50 Breast in Z2 + 50 FS in Z2), 1 x (50 Back in Z2 + 50 FS in Z2), 1 x (100 Choice in Z2).","0.861666666666667","2100","2022-04-13","","2100","","","","","0.753511670430501","0.772342773078338","","24","","","","","","1.02962351318338","82.25","","","","","","","","","","","","","","","","","","","","","",""
