"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Aerobic Endurance Ride","Bike","Ride mainly in Z2 today. Consume carbohydrate along the way.","2.25","","2022-02-18","","64678.05078125","174","346","1429.762","","2.27797770500183","7.88600015640259","","85","","136","148","","","0.759258124354281","129.58","2","133","2","0","0","","","","","","29","92","13","2","1","","","","","","",""
"Base Phase 1: Strength and Conditioning #2","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 14 (Exercise 1) 2. Alternate Lunge: 3 x 9 (Exercise 5) 3. Step Up: 3 x 8 (Exercise 7) 4. Push Up: 3 x 12 (Exercise 13) 5. Lat & Front Raise Combo: 3 x 7 (Exercise 11) 6. Dumbbell Pullover: 3 x 10 (Exercise 15) 7. Glute Bridge: 3 x 14 (Exercise 18) 8. Side Plank: 3 reps (Exercise 23) 9. Sit-Up: 3 x 10 (Exercise 27) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-02-18","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pool Swim: Aerobic Endurance","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Pull in Z2 + 5 secs rest), 2 x (100 FS in Z2 + 100 Drill in Z2 + 5 sec rests). Main Set: 1 x (400 Pull in Z2 + 10 secs rest), 4 x (100 FS in Z3 + 5 sec rests), 2 x (200 Pull in Z2 + 5 sec rests), 2 x (200 FS in Z3 + 5 sec rests). Warm Down: 2 x (50 Back in Z2 + 50 Breast in Z2) + 5 secs rest, 1 x (100 Pull in Z2 + 100 Choice in Z2).","1.07305555555556","2600","2022-02-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIDEO: Training Zones Ranges","Custom","Why do Training Zones have a Range? https://bit.ly/TrainingZonesRange","","","2022-02-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2.","1.25","","2022-02-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Run Off The Bike","Run","Easy/steady run in Z2.","0.666666666666667","","2022-02-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIDEO: Balancing Life and Training","Custom","Check out this video: https://bit.ly/Balance-Life-and-Training","","","2022-02-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Alpine Skiing","Other","","","","2022-02-20","","52525.53125","","","","","2.32476186752319","6.27600002288818","","","","103","149","","","0.582352986910637","89.2","29","0","0","0","0","","","","","","","","","","","","","","","","",""
"Base Phase 1 Week 4. Active Recovery.","Other","","","","2022-02-21","If you haven’t already, read our ""Getting Started Guide"" below. https://support.myprocoach.net/hc/en-us/articles/360004621731 Included with your training plan you have access to our Support Centre below. https://myprocoach-help.zendesk.com/hc/en-us We use a system of 5 Training Zones, which you can learn about here: http://www.myprocoach.net/uploads/1/3/3/8/13384839/training_intensity_zones.pdf For the duration of your plan, you can email our coaching team, click below to find out more: https://support.myprocoach.net/hc/en-us/articles/360000529751","43724.48046875","","","","","2.12865114212036","5.70599985122681","","","","105","131","","","0.591339129577269","84.03","17","0","0","0","0","","","","","","","","","","","","","","","","",""
"Pool Swim: Recovery","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Drill in Z2 + 5 secs rest), 2 x (50 Breast in Z2 + 50 Back in Z2 + 5 sec rests). Main Set: 1 x (100 FS in Z2 + 100 Pull in Z2 + 15 secs rest), 1 x (200 FS in Z2 + 200 Pull in Z2 + 15 secs rest), 1 x (200 FS in Z2 + 200 Pull in Z2 + 15 secs rest), 1 x (100 FS in Z2 + 100 Pull in Z2 + 15 secs rest). Warm Down: 1 x (200 Choice in Z2).","0.762222222222222","1800","2022-02-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIDEO: Recovery Week and Fitness Tests","Custom","How to approach your training this week: https://bit.ly/FirstRepeatFitnessTests","","","2022-02-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-02-21","","5009.3798828125","","","","","0.540848910808563","2.57299995422363","","88","","147","161","","","0.719939193785475","30.58","11","17","4","0","0","","","","","","","","","","","","","","","","",""
"Fitness Test: Threshold Pace and HR","Run","This fitness test helps you to set your pace and heart rate thresholds and training zones for TrainingPeaks. Warm Up: 5 mins in Z1-Z2 (easy/steady). Main Set: Run/jog for 30 mins at the fastest pace you can maintain for the duration. Try to keep a steady pace but if you need to take walk breaks that is OK. Record your average pace and ideally average heart rate too. Warm Down: Get warm or dry clothes on and walk for 5 mins. Optional gentle stretching session after.","0.583333333333333","","2022-02-22","THRESHOLD RUN PACE Complete the test and note your threshold pace (average pace for the 30-minute interval) THRESHOLD HEART RATE (THR) Take your average HR for the 30-minute test, this is your Run THR. ENTER THRESHOLDS AND ZONES Check this article and short video to enter your thresholds and training zones into your TrainingPeaks settings: https://bit.ly/EnterRunZones RATE OF PERCEIVED EXERTION (RPE) To run to feel (RPE), complete the test and note the distance. Use this to track progress in future tests. Click this link for more details of the 30 minute fitness test: https://myprocoach-help.zendesk.com/hc/en-us/articles/360001021432-Run-Field-Test-Threshold-Running-Pace-and-HR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Phase 1: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 12 (Exercise 1) 2. Single Leg Squat: 3 x 8 (Exercise 3) 3. Bulgarian Squat: 3 x 10 (Exercise 4) 4. Bench Press: 3 x 10 (Exercise 14) 5. Tricep Kickback: 3 x 10 (Exercise 16) 6. Bent Over Row: 3 x 10 (Exercise 12) 7. Mountain Climber: 3 x 8 (Exercise 24) 8. Reverse Crunch: 3 x 12 (Exercise 28) 9. Plank: 3 reps (Exercise 21) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-02-22","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Alpine Skiing","Other","","","","2022-02-22","","50012.48828125","","","","","1.93309998512268","7.18699979782104","","","","114","156","","","0.604559693681256","79.51","55","2","2","0","0","","","","","","","","","","","","","","","","",""
"VIDEO: Recovery and the 48 Hour Rule","Custom","Recovery and the 48 Hour Rule: https://bit.ly/Recovery48","","","2022-02-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","","","","2022-02-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Alpine Skiing","Other","","","","2022-02-23","","32233.6796875","","","","","1.67725777626038","5.33799982070923","","","","117","159","","","0.605290420937091","68.96","62","2","1","0","0","","","","","","","","","","","","","","","","",""
"Fitness Test: FTP and Threshold HR","Bike","This fitness test helps you to set your power or heart rate thresholds for Training Peaks. Warm Up: 12 mins in Z2, 5 x (15 secs in Z4 + 45 secs easy in Z2). Main Set: 20 mins maximal steady state time trial. Go as hard as you can sustain for 20-minutes. Warm Down: 5 mins in Z2. NOTES: 1/ Alternatively, if you have a bike training device with its own ""FTP"" test protocol, you could use that instead. 2/ If using a smart trainer (for example a Wahoo Kickr), DO NOT use ERG mode for this test. https://myprocoach-help.zendesk.com/hc/en-us/articles/360022308391-Erg-Mode-On-or-Off- TIP: Have a fan and/or air conditioning, so that heat stress is not a limiting factor for this test.","0.7","","2022-02-24","FUNCTIONAL THRESHOLD POWER (FTP) Take your average power for the 20-minute test and multiply it by 95% for your FTP. THRESHOLD HEART RATE (THR) Take your average HR for the 20-minute test and reduce by 6 beats, this is your bike THR. ENTER THRESHOLDS AND ZONES Check this article and short video to enter your thresholds and training zones into your TrainingPeaks settings: https://bit.ly/EnterBikeZones RATE OF PERCEIVED EXERTION (RPE) To ride to feel (RPE), complete the test and note the distance. Use this to track progress in future tests. Click this link for more details of this fitness test: https://myprocoach-help.zendesk.com/hc/en-us/articles/360001077251-Bike-Field-Test-FTP-Threshold-HR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Alpine Skiing","Other","","","","2022-02-24","","27202.48046875","","","","","1.20780169963837","6.25600004196167","","","","116","146","","","0.6041756533718","49.08","41","0","0","0","0","","","","","","","","","","","","","","","","",""
"Alpine Skiing","Other","","","","2022-02-25","","39884.23828125","","","","","1.71015584468842","6.47800016403198","","","","111","163","","","0.590728345789182","79.76","41","1","0","0","0","","","","","","","","","","","","","","","","",""
"Fitness Test: Critical Swim Speed (CSS)","Swim","This test helps you to measure fitness and create accurate training zones. Warm up: 6 x (50 FS in Z2 + 20 sec rests), 4 x (25 FS in Z4 + 25 FS in Z2 + 20 sec rests). ----------- TEST*: 1 x 400 FS maximal effort time trial, RECORD TIME, 5 mins easy active recovery, 1 x 200 FS maximal effort time trial, RECORD TIME, 1 min rest ----------- Main Set: 1 x (100 FS in Z1 + 15 secs rest), 1 x (100 FS in Z2 + 15 secs rest), 1 x (100 FS in Z3 + 20 secs rest), 1 x (100 FS in Z4 + 60 secs rest), 4 x (50 FS Build Z1 to Z4) + 60 secs rest. Warm Down: 200 Choice in Z2. For all swims (whether in a Yard or Meter Pool) follow the distances in the Workout Description section. There is also yard/meter button you can toggle in the Workout Details section below.","0.946388888888889","2078","2022-02-25","CRITICAL SWIM SPEED (CSS) 1. Complete the test and note your 400 & 200 times. 2 Use our online calculator to find your CSS: https://www.myprocoach.net/calculators/critical-swim-speed/ 3. Enter your CSS and training zones in your TrainingPeaks settings: https://bit.ly/EnterSwimZones RATE OF PERCEIVED EXERTION (RPE) To swim to feel (RPE), complete the test and note your 400 & 200 times. Use these as a benchmark to track progress in future tests. NOTES At this time you are unable to export swim workouts to your training devices. We hope this will be available soon. Your CSS gives you a good idea of what you'd swim (per 100) in a 1500 time trial. Click this link for more details of the CSS Test: http://www.myprocoach.net/blog/a-brief-introduction-to-css-swim-training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Run","Run","A nice steady run, mainly in Z1-Z2. Preferably off road.","0.833333333333333","","2022-02-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIDEO: How Long Does it Take to Get Fit?","Custom","VIDEO: How Long Does it Take to Get Fit? https://bit.ly/HowLongGetFit","","","2022-02-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2 today.","1.5","","2022-02-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Phase 1 Week 3","Other","","","","2022-02-28","If you haven’t already, read our ""Getting Started Guide"" below. https://support.myprocoach.net/hc/en-us/articles/360004621731 Included with your training plan you have access to our Support Centre below. https://myprocoach-help.zendesk.com/hc/en-us We use a system of 5 Training Zones, which you can learn about here: http://www.myprocoach.net/uploads/1/3/3/8/13384839/training_intensity_zones.pdf For the duration of your plan, you can email our coaching team, click below to find out more: https://support.myprocoach.net/hc/en-us/articles/360000529751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Speed Workout Run","Run","Warm Up: 15 mins in Z2. Main Set: 5 x (2 mins in Z5 + 2 min recoveries in Z1-2). Warm Down: 5 mins jog in Z2.","0.666666666666667","","2022-02-28","","8988.23046875","0","0","","","0.775555551052094","3.21900010108948","","0","","144","188","","","0.881810385550583","68.07","22","5","7","4","5","","","","","","","","","","","","","","","","",""
"Pool Swim: Endurance/Technique","Swim","Warm Up: 1 x (100 Pull in Z2 + 100 Drill in Z2 + 5 secs rest), 1 x (100 Drill in Z2 + 100 Pull in Z2 + 5 secs rest). Main Set: 2 x (100 Pull in Z2 + 100 Drill in Z2 + 5 sec rests), 1 x (50 Kick in Z2 + 50 Kick in Z4 + 10 secs rest), 2 x (200 Drill in Z2 + 100 Pull in Z2 + 5 sec rests), 1 x (50 Kick in Z2 + 50 Kick in Z4 + 10 secs rest). Warm Down: 1 x (50 Breast in Z2 + 50 FS in Z2), 1 x (50 Back in Z2 + 50 FS in Z2).","0.750555555555556","1800","2022-02-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Speed Workout Bike","Bike","Warm Up: 5 mins in low Z2, 5 mins in mid Z2, 5 mins in upper Z2. Main Set: 6 mins in Z4 + 3 mins recovery in Z1, 5 mins in Z4 + 2 min 30 secs recovery in Z1, 4 mins in Z4 + 2 mins recovery in Z1, 3 mins in Z4 + 90 secs recovery in Z1, 2 mins in Z4 + 1 min recovery in Z1, 1 min in Z4 + 1 min recovery in Z1. Warm Down: 5 mins in Z2.","0.866666666666667","","2022-03-01","","25107.7109375","182","280","571.97","","0.870833337306976","8.00800037384033","","87","","132","153","","","0.830964010012238","59.69","8","30","15","0","0","","","","","","27","4","4","17","1","","","","","","",""
"Base Phase 1: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 12 (Exercise 1) 2. Single Leg Squat: 3 x 8 (Exercise 3) 3. Bulgarian Squat: 3 x 10 (Exercise 4) 4. Bench Press: 3 x 10 (Exercise 14) 5. Tricep Kickback: 3 x 10 (Exercise 16) 6. Bent Over Row: 3 x 10 (Exercise 12) 7. Mountain Climber: 3 x 8 (Exercise 24) 8. Reverse Crunch: 3 x 12 (Exercise 28) 9. Plank: 3 reps (Exercise 21) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-03-01","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pool Swim: Speed Endurance","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Drill in Z2 + 5 secs rest), 2 x (50 Pull in Z2 + 50 Pull in Z4 + 10 sec rests). Main Set: 3 x (200 FS in Z3 + 10 sec rests), 5 x (100 FS in Z4 + 10 sec rests), 8 x (50 FS in Z5 + 15 sec rests). Warm Down: 2 x (50 FS in Z2 + 50 Back in Z2 + 5 sec rests), 1 x (100 Choice in Z2).","0.907222222222222","2200","2022-03-02","","1500","","","","","0.56799166838328","0.730638090599123","","20","","133","167","","","0.99033142792585","55.17","27","4","2","0","0","","","","","","","","","","","","","","","","",""
"VIDEO: Swim Solo or in a Group?","Custom","Solo or Group swims? https://bit.ly/SwimSoloorGroup","","","2022-03-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","","","","2022-03-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Run","Run","A nice steady run, mainly in Z1-Z2.","1","","2022-03-03","","10009.990234375","0","0","","","1.05073750019073","2.64599990844727","","0","","143","165","","","0.736545299915831","65.73","38","23","2","0","0","","","","","","","","","","","","","","","","",""
"Pool Swim: Aerobic Endurance","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Pull in Z2 + 5 secs rest), 2 x (100 FS in Z2 + 100 Drill in Z2 + 5 sec rests). Main Set: 1 x (400 Pull in Z2 + 10 secs rest), 4 x (100 FS in Z3 + 5 sec rests), 2 x (200 Pull in Z2 + 5 sec rests), 2 x (200 FS in Z3 + 5 sec rests). Warm Down: 2 x (50 Back in Z2 + 50 Breast in Z2) + 5 secs rest, 1 x (100 Pull in Z2 + 100 Choice in Z2).","1.07305555555556","2600","2022-03-04","","1700","","","","","0.623662504090203","0.754549489569463","","21","","141","166","","","1.02218747450592","66.61","18","6","12","0","0","","","","","","","","","","","","","","","","",""
"Base Phase 1: Strength and Conditioning #2","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 14 (Exercise 1) 2. Alternate Lunge: 3 x 9 (Exercise 5) 3. Step Up: 3 x 8 (Exercise 7) 4. Push Up: 3 x 12 (Exercise 13) 5. Lat & Front Raise Combo: 3 x 7 (Exercise 11) 6. Dumbbell Pullover: 3 x 10 (Exercise 15) 7. Glute Bridge: 3 x 14 (Exercise 18) 8. Side Plank: 3 reps (Exercise 23) 9. Sit-Up: 3 x 10 (Exercise 27) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-03-04","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2 today. Consume carbohydrate along the way.","2.25","","2022-03-05","","64518.25","174","304","1418.161","","2.25661945343018","7.94099998474121","","84","","136","147","","","0.755382045204824","128.35","1","132","3","0","0","","","","","","34","85","10","4","2","","","","","","",""
"VIDEO: Training Zones Ranges","Custom","Why do Training Zones have a Range? https://bit.ly/TrainingZonesRange","","","2022-03-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Run Off The Bike","Run","Easy/steady run in Z2.","0.666666666666667","","2022-03-06","","4144.77978515625","","","","","0.436765551567078","2.63599991798401","","87","","147","162","","","0.761695314742616","27.47","12","5","10","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2.","1.25","","2022-03-06","","32855.390625","170","319","787.92","","1.28531885147095","7.09999990463257","","82","","133","147","","","0.753533136767377","71.31","2","73","0","0","0","","","","","","19","50","5","2","1","","","","","","",""
"VIDEO: Balancing Life and Training","Custom","Check out this video: https://bit.ly/Balance-Life-and-Training","","","2022-03-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Base Phase 2 Week 1","Other","","","","2022-03-07","If you haven’t already, read our ""Getting Started Guide"" below. https://support.myprocoach.net/hc/en-us/articles/360004621731 Included with your training plan you have access to our Support Centre below. https://myprocoach-help.zendesk.com/hc/en-us We use a system of 5 Training Zones, which you can learn about here: http://www.myprocoach.net/uploads/1/3/3/8/13384839/training_intensity_zones.pdf For the duration of your plan, you can email our coaching team, click below to find out more: https://support.myprocoach.net/hc/en-us/articles/360000529751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Speed Workout Run","Run","Warm Up: 10 mins easy in Z2, 5 x (30 secs in Z4 + 30 secs recovery in Z1). Main Set: 6 mins in Z3 + 4 mins recovery in Z2, 4 mins in Z4 + 4 mins recovery in Z2, 2 minutes in Z5. Warm Down: 10 mins in Z2.","0.75","","2022-03-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pool Swim: Speed Endurance","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Kick in Z2 + 5 secs rest), 1 x (100 Drill in Z2 + 100 Pull in Z2 + 5 secs rest). Main Set: 3 x (100 Pull in Z2 + 100 FS in Z3 + 5 sec rests), 3 x (100 Pull in Z2 + 100 FS in Z4 + 10 sec rests), 2 x (100 Pull in Z2 + 100 FS in Z5 + 15 sec rests). Warm Down: 2 x (50 FS in Z2 + 50 Choice in Z2).","0.897777777777778","2200","2022-03-07","","1800","","","","","0.664450279871623","0.748752079866889","","21","","134","166","","","1.01587736576831","69.66","24","5","7","0","0","","","","","","","","","","","","","","","","",""
"Speed Workout Bike","Bike","Warm Up: 10 mins easy in Z2. 5 x (10 secs in Z4 + 50 secs in Z2). Main Set: 3 mins in Z4 + 2 mins recovery in Z2, 4 mins in Z4 + 2 mins recovery in Z2, 5 mins in Z4 + 2 mins recovery in Z2, 3 mins in Z5 + 3 mins recovery in Z2, 2 mins in Z5. Warm Down: 5 mins in Z2.","0.766666666666667","","2022-03-08","","18039.779296875","185","314","519.44","","0.777222216129303","6.44700002670288","","86","","136","161","","","0.846404469143879","55.12","3","29","15","0","0","","","","","","24","3","4","10","5","","","","","","",""
"Base Phase 2: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 16 (Exercise 1) 2. Bulgarian Squat: 3 x 10 (Exercise 4) 3. Calf Raise: 3 x 12 (Exercise 8) 4. Bench Press: 3 x 10 (Exercise 14) 5. Tricep Dip: 3 x 10 (Exercise 17) 6. Bent Over Row: 3 x 10 (Exercise 12) 7. Spider Climber: 3 x 8 (Exercise 25) 8. Bicycle Crunch: 3 x 10 (Exercise 26) 9. Plank: 3 reps (Exercise 21) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-03-08","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","0","","","","","0.513878881931305","0","","","","118","144","","","0.606700098374782","20.61","22","0","0","0","0","","","","","","","","","","","","","","","","",""
"Zwift - Watopia","Run","","","","2022-03-08","","3429.330078125","0","0","","","0.334970563650131","2.84299993515015","","0","","0","0","","","0.809037265396692","23.98","","","","","","","","","","","","","","","","","","","","","",""
"Pool Swim: Endurance/Technique","Swim","Warm Up: 1 x (100 FS in Z2 Breathe every 3 + 5 secs rest), 1 x (200 Pull in Z2 Breathe every 5 + 5 secs rest), 1 x (100 FS in Z2 Breathe every 3 + 5 secs rest). Main Set: 4 x (100 Drill in Z2 + 100 FS in Z3 + 10 sec rests). Warm Down: 2 x (50 Back in Z2 + 50 Breast in Z2 + 5 sec rests), 2 x (50 Pull in Z2 + 50 Drill in Z2 + 5 sec rests), 1 x (200 FS in Z2).","0.753611111111111","1800","2022-03-09","","1800","","","","","0.637804723845588","0.779896013864818","","21","","127","155","","","1.05831765548889","75.6","34","1","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Run","Run","A nice steady run, mainly in Z1-Z2.","1.16666666666667","","2022-03-10","","11544.169921875","","","","","1.16749441623688","2.74699997901917","","87","","147","160","","","0.772120166025229","77.42","26","39","5","0","0","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","","","","2022-03-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pool Swim: Aerobic Endurance","Swim","Warm Up: 2 x (100 FS Breathe every 3 in Z2 + 5 sec rests), 1 x (100 Pull in Z2 + 100 Drill in Z2 + 5 secs rest), 2 x (100 FS Breathe every 5 in Z2 + 5 sec rests). Main Set: 2 x (300 FS in Z2 + 50 FS in Z4 + 5 sec rests), 2 x (200 Pull in Z2 + 100 FS in Z3 + 5 sec rests), 2 x (50 FS in Z2 + 50 FS in Z4 + 5 sec rests), 1 x (100 Pull in Z2 + 50 FS in Z4 + 5 secs rest). Warm Down: 1 x (150 Choice in Z2).","0.991111111111111","2400","2022-03-11","","2100","","","","","0.759541668362088","0.763914150600218","","21","","116","145","","","1.03680947708663","84.65","33","0","0","0","0","","","","","","","","","","","","","","","","",""
